Year,Region,Commodity,Data Item,Value
2022,REGION 6 & 7 (AZ CA HI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","96,100"
2022,REGION 6 & 7 (AZ CA HI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",120
2022,REGION 6 & 7 (AZ CA HI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",58.6
2022,REGION 6 & 7 (AZ CA HI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","300,000"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","91,600"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",32
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",70.9
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","47,000"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","32,500"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",126
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",77.3
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","55,000"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","29,400"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",25.8
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",56.6
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","14,000"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","29,500"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",162
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",78
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","61,000"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","232,850"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",62.4
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",74.3
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","221,500"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","6,800"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",42.5
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",86.2
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","11,500"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","23,000"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",44.1
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",67
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","16,500"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","4,150"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",28.1
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",77.7
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","2,500"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","8,400"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",40.2
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",76.2
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","9,000"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),SQUASH,"SQUASH, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","7,500"
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",29.7
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",67.8
2017,REGION 1 (CT IA IL IN KS MA ME MI NE NH NJ NY OH PA RI VT WI),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","5,000"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","15,700"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",17
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",51.6
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","6,500"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","18,900"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",85.5
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",55.9
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","35,000"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","91,200"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",55.7
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",56.2
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","106,600"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,900"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",38.5
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",56.8
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","5,500"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","15,400"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",43.3
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",51.4
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","14,000"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","4,100"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",75.8
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",64.1
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","5,500"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","23,100"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",69.9
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",60.3
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","28,000"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PEACHES,"PEACHES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",39.9
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PEACHES,"PEACHES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","1,700"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PEACHES & NECTARINES,"PEACHES & NECTARINES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,300"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PEACHES & NECTARINES,"PEACHES & NECTARINES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",20
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","3,200"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",56.6
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",66.6
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","3,400"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),SQUASH,"SQUASH, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","5,600"
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",47.6
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",47.3
2017,REGION 2 (AL DE GA KY MD NC SC TN VA WV),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","7,000"
2017,REGION 3 (AR FL LA MO MS NM OK TX),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","4,300"
2017,REGION 3 (AR FL LA MO MS NM OK TX),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",118
2017,REGION 3 (AR FL LA MO MS NM OK TX),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",57.8
2017,REGION 3 (AR FL LA MO MS NM OK TX),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","15,500"
2017,REGION 3 (AR FL LA MO MS NM OK TX),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","50,500"
2017,REGION 3 (AR FL LA MO MS NM OK TX),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",55.5
2017,REGION 3 (AR FL LA MO MS NM OK TX),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",45.5
2017,REGION 3 (AR FL LA MO MS NM OK TX),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","150,300"
2017,REGION 3 (AR FL LA MO MS NM OK TX),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","5,400"
2017,REGION 3 (AR FL LA MO MS NM OK TX),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",31.4
2017,REGION 3 (AR FL LA MO MS NM OK TX),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",41.2
2017,REGION 3 (AR FL LA MO MS NM OK TX),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","91,000"
2017,REGION 3 (AR FL LA MO MS NM OK TX),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","4,750"
2017,REGION 3 (AR FL LA MO MS NM OK TX),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",19.5
2017,REGION 3 (AR FL LA MO MS NM OK TX),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",16.3
2017,REGION 3 (AR FL LA MO MS NM OK TX),CUCUMBERS,"CUCUMBERS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","2,900"
2017,REGION 3 (AR FL LA MO MS NM OK TX),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","3,300"
2017,REGION 3 (AR FL LA MO MS NM OK TX),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",43.4
2017,REGION 3 (AR FL LA MO MS NM OK TX),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",54.6
2017,REGION 3 (AR FL LA MO MS NM OK TX),MELONS,"MELONS, CANTALOUP, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","2,800"
2017,REGION 3 (AR FL LA MO MS NM OK TX),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","22,600"
2017,REGION 3 (AR FL LA MO MS NM OK TX),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",63.7
2017,REGION 3 (AR FL LA MO MS NM OK TX),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",55.7
2017,REGION 3 (AR FL LA MO MS NM OK TX),MELONS,"MELONS, WATERMELON, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","27,000"
2017,REGION 3 (AR FL LA MO MS NM OK TX),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","6,000"
2017,REGION 3 (AR FL LA MO MS NM OK TX),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",61
2017,REGION 3 (AR FL LA MO MS NM OK TX),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",52.1
2017,REGION 3 (AR FL LA MO MS NM OK TX),PUMPKINS,"PUMPKINS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","7,500"
2017,REGION 3 (AR FL LA MO MS NM OK TX),SQUASH,"SQUASH, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","4,150"
2017,REGION 3 (AR FL LA MO MS NM OK TX),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",21.8
2017,REGION 3 (AR FL LA MO MS NM OK TX),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",28.6
2017,REGION 3 (AR FL LA MO MS NM OK TX),SQUASH,"SQUASH, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","3,600"
2017,REGION 4 (CO MN MT ND NV SD UT WY),APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,050"
2017,REGION 4 (CO MN MT ND NV SD UT WY),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",41.2
2017,REGION 4 (CO MN MT ND NV SD UT WY),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",50.1
2017,REGION 4 (CO MN MT ND NV SD UT WY),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","3,200"
2017,REGION 4 (CO MN MT ND NV SD UT WY),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,600"
2017,REGION 4 (CO MN MT ND NV SD UT WY),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",25.7
2017,REGION 4 (CO MN MT ND NV SD UT WY),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",30.8
2017,REGION 4 (CO MN MT ND NV SD UT WY),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","2,400"
2017,REGION 4 (CO MN MT ND NV SD UT WY),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","7,350"
2017,REGION 4 (CO MN MT ND NV SD UT WY),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",36.1
2017,REGION 4 (CO MN MT ND NV SD UT WY),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",47.2
2017,REGION 4 (CO MN MT ND NV SD UT WY),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","18,100"
2017,REGION 4 (CO MN MT ND NV SD UT WY),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","2,700"
2017,REGION 4 (CO MN MT ND NV SD UT WY),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",41.7
2017,REGION 4 (CO MN MT ND NV SD UT WY),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",49.7
2017,REGION 4 (CO MN MT ND NV SD UT WY),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","12,500"
2017,REGION 5 (AK ID OR WA),APPLES,"APPLES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","115,900"
2017,REGION 5 (AK ID OR WA),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",46.3
2017,REGION 5 (AK ID OR WA),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",51.9
2017,REGION 5 (AK ID OR WA),APPLES,"APPLES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","107,000"
2017,REGION 5 (AK ID OR WA),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","14,400"
2017,REGION 5 (AK ID OR WA),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",105
2017,REGION 5 (AK ID OR WA),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",45.1
2017,REGION 5 (AK ID OR WA),BLUEBERRIES,"BLUEBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","35,000"
2017,REGION 5 (AK ID OR WA),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","38,600"
2017,REGION 5 (AK ID OR WA),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",80.6
2017,REGION 5 (AK ID OR WA),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",52.6
2017,REGION 5 (AK ID OR WA),CHERRIES,"CHERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","60,000"
2017,REGION 5 (AK ID OR WA),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","5,800"
2017,REGION 5 (AK ID OR WA),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",133
2017,REGION 5 (AK ID OR WA),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",75.3
2017,REGION 5 (AK ID OR WA),CRANBERRIES,"CRANBERRIES, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","10,500"
2017,REGION 5 (AK ID OR WA),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","245,150"
2017,REGION 5 (AK ID OR WA),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",65.2
2017,REGION 5 (AK ID OR WA),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",50.1
2017,REGION 5 (AK ID OR WA),CROP TOTALS,"CROP TOTALS, HONEY BEE POLLINATION - POLLINATION, MEASURED IN COLONIES","333,800"
2017,REGION 5 (AK ID OR WA),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - ACRES POLLINATED, PAID BASIS","30,100"
2017,REGION 5 (AK ID OR WA),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / ACRE",98.9
2017,REGION 5 (AK ID OR WA),"CROPS, OTHER","CROPS, OTHER, (NOT LISTED), HONEY BEE POLLINATION - POLLINATION, MEASURED IN $ / COLONY",46.7
